__time,friendlyHostname,location,ipAddress,sneId,voltageAvg,voltageSum,wattageAvg,wattageSum,platform,type,vendor,model,interfaceName,hostname
Mon Apr 01 2024 00:49:10 GMT+0000 (Greenwich Mean Time),core-aln2,wv,10.162.3.141,20615616,24784.32143,1387922,129608.3214,7258066,21c,Device,nokia,7950-xrs-20,,core-aln2.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:49:11 GMT+0000 (Greenwich Mean Time),core-aln1,cf-c,10.162.3.12,20596620,27439.03333,1646342,154768.0333,9286082,21c,Device,nokia,7950-xrs-20,,core-aln1.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:49:11 GMT+0000 (Greenwich Mean Time),core-aln2,cf-c,10.162.3.140,20596623,27484.66667,1649080,154961.1667,9297670,21c,Device,nokia,7950-xrs-20,,core-aln2.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:49:11 GMT+0000 (Greenwich Mean Time),core-aln2,pe,10.162.3.138,20615569,28299.08333,1697945,164273.9667,9856438,21c,Device,nokia,7950-xrs-20,,core-aln2.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:49:14 GMT+0000 (Greenwich Mean Time),core-aln1,l-far,10.162.3.0,20607803,33929.23529,2307188,220222.8382,14975153,21c,Device,nokia,7950-xrs-20,,core-aln1.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:49:14 GMT+0000 (Greenwich Mean Time),core-aln2,l-far,10.162.3.128,20607805,33909.83824,2305869,222506.1324,15130417,21c,Device,nokia,7950-xrs-20,,core-aln2.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:49:15 GMT+0000 (Greenwich Mean Time),core-aln1,pe,10.162.3.10,20615566,28299.26667,1697956,162352.0833,9741125,21c,Device,nokia,7950-xrs-20,,core-aln1.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:50:03 GMT+0000 (Greenwich Mean Time),core-aln2,l-sws,10.162.3.177,20641901,24736,1385216,132012,7392672,21c,Device,nokia,7950-xrs-20,,core-aln2.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:50:07 GMT+0000 (Greenwich Mean Time),core-aln1,l-sws,10.162.3.49,20641899,24755.28571,1386296,131656.1786,7372746,21c,Device,nokia,7950-xrs-20,,core-aln1.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:50:11 GMT+0000 (Greenwich Mean Time),core-aln1,cf-c,10.162.3.12,20596620,27436.83333,1646210,154829.8,9289788,21c,Device,nokia,7950-xrs-20,,core-aln1.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:50:11 GMT+0000 (Greenwich Mean Time),core-aln2,cf-c,10.162.3.140,20596623,27485.76667,1649146,154155.6833,9249341,21c,Device,nokia,7950-xrs-20,,core-aln2.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:50:11 GMT+0000 (Greenwich Mean Time),core-aln1,wv,10.162.3.13,20615614,24785.125,1387967,132901.5,7442484,21c,Device,nokia,7950-xrs-20,,core-aln1.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:50:15 GMT+0000 (Greenwich Mean Time),core-aln1,pe,10.162.3.10,20615566,28299.63333,1697978,162320.0667,9739204,21c,Device,nokia,7950-xrs-20,,core-aln1.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:50:15 GMT+0000 (Greenwich Mean Time),core-aln2,pe,10.162.3.138,20615569,28297.61667,1697857,164047.4167,9842845,21c,Device,nokia,7950-xrs-20,,core-aln2.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:50:15 GMT+0000 (Greenwich Mean Time),core-aln2,wv,10.162.3.141,20615616,24783.14286,1387856,129743.125,7265615,21c,Device,nokia,7950-xrs-20,,core-aln2.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:50:17 GMT+0000 (Greenwich Mean Time),core-aln1,l-far,10.162.3.0,20607803,33928.58824,2307144,220261.1912,14977761,21c,Device,nokia,7950-xrs-20,,core-aln1.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:50:17 GMT+0000 (Greenwich Mean Time),core-aln2,l-far,10.162.3.128,20607805,33910.16176,2305891,222461.7059,15127396,21c,Device,nokia,7950-xrs-20,,core-aln2.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:51:02 GMT+0000 (Greenwich Mean Time),core-aln1,l-sws,10.162.3.49,20641899,24754.89286,1386274,131567.9286,7367804,21c,Device,nokia,7950-xrs-20,,core-aln1.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:51:03 GMT+0000 (Greenwich Mean Time),core-aln2,l-sws,10.162.3.177,20641901,24734.03571,1385106,132654.375,7428645,21c,Device,nokia,7950-xrs-20,,core-aln2.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:51:07 GMT+0000 (Greenwich Mean Time),core-aln2,cf-c,10.162.3.140,20596623,27486.13333,1649168,154144.2167,9248653,21c,Device,nokia,7950-xrs-20,,core-aln2.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:51:09 GMT+0000 (Greenwich Mean Time),core-aln1,l-far,10.162.3.0,20607803,33928.26471,2307122,220289.4265,14979681,21c,Device,nokia,7950-xrs-20,,core-aln1.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:51:11 GMT+0000 (Greenwich Mean Time),core-aln1,pe,10.162.3.10,20615566,28300,1698000,162285.7333,9737144,21c,Device,nokia,7950-xrs-20,,core-aln1.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:51:11 GMT+0000 (Greenwich Mean Time),core-aln1,wv,10.162.3.13,20615614,24785.51786,1387989,132889.2321,7441797,21c,Device,nokia,7950-xrs-20,,core-aln1.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:51:11 GMT+0000 (Greenwich Mean Time),core-aln2,wv,10.162.3.141,20615616,24781.96429,1387790,129689.2143,7262596,21c,Device,nokia,7950-xrs-20,,core-aln2.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:51:14 GMT+0000 (Greenwich Mean Time),core-aln2,l-far,10.162.3.128,20607805,33910.80882,2305935,222445.5441,15126297,21c,Device,nokia,7950-xrs-20,,core-aln2.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:51:15 GMT+0000 (Greenwich Mean Time),core-aln1,cf-c,10.162.3.12,20596620,27437.93333,1646276,154773.25,9286395,21c,Device,nokia,7950-xrs-20,,core-aln1.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:51:15 GMT+0000 (Greenwich Mean Time),core-aln2,pe,10.162.3.138,20615569,28299.08333,1697945,163965.0333,9837902,21c,Device,nokia,7950-xrs-20,,core-aln2.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:52:03 GMT+0000 (Greenwich Mean Time),core-aln2,wv,10.162.3.141,20615616,24780.41071,1387703,130571.9107,7312027,21c,Device,nokia,7950-xrs-20,,core-aln2.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:52:06 GMT+0000 (Greenwich Mean Time),core-aln1,wv,10.162.3.13,20615614,24784.73214,1387945,132913.7679,7443171,21c,Device,nokia,7950-xrs-20,,core-aln1.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:52:06 GMT+0000 (Greenwich Mean Time),core-aln2,l-sws,10.162.3.177,20641901,24736.78571,1385260,132632.3214,7427410,21c,Device,nokia,7950-xrs-20,,core-aln2.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:52:07 GMT+0000 (Greenwich Mean Time),core-aln2,cf-c,10.162.3.140,20596623,27486.86667,1649212,154238.0167,9254281,21c,Device,nokia,7950-xrs-20,,core-aln2.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:52:07 GMT+0000 (Greenwich Mean Time),core-aln1,pe,10.162.3.10,20615566,28300.36667,1698022,162203.3333,9732200,21c,Device,nokia,7950-xrs-20,,core-aln1.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:52:10 GMT+0000 (Greenwich Mean Time),core-aln2,l-far,10.162.3.128,20607805,33909.51471,2305847,222475.8382,15128357,21c,Device,nokia,7950-xrs-20,,core-aln2.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:52:10 GMT+0000 (Greenwich Mean Time),core-aln1,l-sws,10.162.3.49,20641899,24755.28571,1386296,131538.5,7366156,21c,Device,nokia,7950-xrs-20,,core-aln1.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:52:12 GMT+0000 (Greenwich Mean Time),core-aln2,pe,10.162.3.138,20615569,28301.28333,1698077,163955.9333,9837356,21c,Device,nokia,7950-xrs-20,,core-aln2.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:52:13 GMT+0000 (Greenwich Mean Time),core-aln1,l-far,10.162.3.0,20607803,33928.91176,2307166,220206.6618,14974053,21c,Device,nokia,7950-xrs-20,,core-aln1.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:52:15 GMT+0000 (Greenwich Mean Time),core-aln1,cf-c,10.162.3.12,20596620,27438.3,1646298,154835,9290100,21c,Device,nokia,7950-xrs-20,,core-aln1.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:53:02 GMT+0000 (Greenwich Mean Time),core-aln1,l-sws,10.162.3.49,20641899,24755.28571,1386296,131597.3393,7369451,21c,Device,nokia,7950-xrs-20,,core-aln1.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:53:06 GMT+0000 (Greenwich Mean Time),core-aln2,wv,10.162.3.141,20615616,24776.5,1387484,131363.8571,7356376,21c,Device,nokia,7950-xrs-20,,core-aln2.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:53:06 GMT+0000 (Greenwich Mean Time),core-aln2,l-sws,10.162.3.177,20641901,24737.17857,1385282,131644.2143,7372076,21c,Device,nokia,7950-xrs-20,,core-aln2.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:53:07 GMT+0000 (Greenwich Mean Time),core-aln2,cf-c,10.162.3.140,20596623,27487.6,1649256,154352.4,9261144,21c,Device,nokia,7950-xrs-20,,core-aln2.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:53:13 GMT+0000 (Greenwich Mean Time),core-aln1,l-far,10.162.3.0,20607803,33930.20588,2307254,220275.3088,14978721,21c,Device,nokia,7950-xrs-20,,core-aln1.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:53:13 GMT+0000 (Greenwich Mean Time),core-aln2,l-far,10.162.3.128,20607805,33910.48529,2305913,222431.4118,15125336,21c,Device,nokia,7950-xrs-20,,core-aln2.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:53:14 GMT+0000 (Greenwich Mean Time),core-aln1,wv,10.162.3.13,20615614,24785.125,1387967,132908.875,7442897,21c,Device,nokia,7950-xrs-20,,core-aln1.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:53:15 GMT+0000 (Greenwich Mean Time),core-aln1,cf-c,10.162.3.12,20596620,27437.2,1646232,154734.3333,9284060,21c,Device,nokia,7950-xrs-20,,core-aln1.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:53:15 GMT+0000 (Greenwich Mean Time),core-aln1,pe,10.162.3.10,20615566,28299.26667,1697956,162230.8,9733848,21c,Device,nokia,7950-xrs-20,,core-aln1.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:53:15 GMT+0000 (Greenwich Mean Time),core-aln2,pe,10.162.3.138,20615569,28303.11667,1698187,163182.4,9790944,21c,Device,nokia,7950-xrs-20,,core-aln2.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:54:03 GMT+0000 (Greenwich Mean Time),core-aln2,cf-c,10.162.3.140,20596623,27485.4,1649124,154437.1,9266226,21c,Device,nokia,7950-xrs-20,,core-aln2.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:54:06 GMT+0000 (Greenwich Mean Time),core-aln1,wv,10.162.3.13,20615614,24784.73214,1387945,132884.3571,7441524,21c,Device,nokia,7950-xrs-20,,core-aln1.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:54:06 GMT+0000 (Greenwich Mean Time),core-aln2,wv,10.162.3.141,20615616,24777.28571,1387528,131287.8571,7352120,21c,Device,nokia,7950-xrs-20,,core-aln2.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:54:07 GMT+0000 (Greenwich Mean Time),core-aln1,cf-c,10.162.3.12,20596620,27437.2,1646232,154832.1,9289926,21c,Device,nokia,7950-xrs-20,,core-aln1.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:54:07 GMT+0000 (Greenwich Mean Time),core-aln1,pe,10.162.3.10,20615566,28299.63333,1697978,162230.8167,9733849,21c,Device,nokia,7950-xrs-20,,core-aln1.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:54:07 GMT+0000 (Greenwich Mean Time),core-aln1,l-sws,10.162.3.49,20641899,24754.89286,1386274,131592.4821,7369179,21c,Device,nokia,7950-xrs-20,,core-aln1.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:54:10 GMT+0000 (Greenwich Mean Time),core-aln1,l-far,10.162.3.0,20607803,33928.91176,2307166,220305.6029,14980781,21c,Device,nokia,7950-xrs-20,,core-aln1.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:54:10 GMT+0000 (Greenwich Mean Time),core-aln2,l-far,10.162.3.128,20607805,33909.51471,2305847,222362.75,15120667,21c,Device,nokia,7950-xrs-20,,core-aln2.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:54:12 GMT+0000 (Greenwich Mean Time),core-aln2,pe,10.162.3.138,20615569,28304.95,1698297,162405,9744300,21c,Device,nokia,7950-xrs-20,,core-aln2.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:54:14 GMT+0000 (Greenwich Mean Time),core-aln2,l-sws,10.162.3.177,20641901,24737.57143,1385304,131693.25,7374822,21c,Device,nokia,7950-xrs-20,,core-aln2.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:55:06 GMT+0000 (Greenwich Mean Time),core-aln1,l-sws,10.162.3.49,20641899,24755.67857,1386318,131585.0893,7368765,21c,Device,nokia,7950-xrs-20,,core-aln1.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:55:11 GMT+0000 (Greenwich Mean Time),core-aln2,l-far,10.162.3.128,20607805,33910.16176,2305891,222465.7353,15127670,21c,Device,nokia,7950-xrs-20,,core-aln2.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:55:14 GMT+0000 (Greenwich Mean Time),core-aln2,wv,10.162.3.141,20615616,24778.07143,1387572,131187.3393,7346491,21c,Device,nokia,7950-xrs-20,,core-aln2.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:55:15 GMT+0000 (Greenwich Mean Time),core-aln1,cf-c,10.162.3.12,20596620,27437.93333,1646276,155651.3333,9339080,21c,Device,nokia,7950-xrs-20,,core-aln1.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:55:15 GMT+0000 (Greenwich Mean Time),core-aln2,cf-c,10.162.3.140,20596623,27479.16667,1648750,155789.6333,9347378,21c,Device,nokia,7950-xrs-20,,core-aln2.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:55:15 GMT+0000 (Greenwich Mean Time),core-aln1,pe,10.162.3.10,20615566,28299.26667,1697956,162214.7833,9732887,21c,Device,nokia,7950-xrs-20,,core-aln1.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:55:15 GMT+0000 (Greenwich Mean Time),core-aln2,pe,10.162.3.138,20615569,28304.21667,1698253,162542.2833,9752537,21c,Device,nokia,7950-xrs-20,,core-aln2.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:55:15 GMT+0000 (Greenwich Mean Time),core-aln1,wv,10.162.3.13,20615614,24784.73214,1387945,132837.7679,7438915,21c,Device,nokia,7950-xrs-20,,core-aln1.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:55:15 GMT+0000 (Greenwich Mean Time),core-aln2,l-sws,10.162.3.177,20641901,24738.35714,1385348,131685.875,7374409,21c,Device,nokia,7950-xrs-20,,core-aln2.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:55:17 GMT+0000 (Greenwich Mean Time),core-aln1,l-far,10.162.3.0,20607803,33928.91176,2307166,220247.0588,14976800,21c,Device,nokia,7950-xrs-20,,core-aln1.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:56:02 GMT+0000 (Greenwich Mean Time),core-aln1,l-sws,10.162.3.49,20641899,24754.89286,1386274,131543.4107,7366431,21c,Device,nokia,7950-xrs-20,,core-aln1.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:56:03 GMT+0000 (Greenwich Mean Time),core-aln2,cf-c,10.162.3.140,20596623,27479.53333,1648772,155801.0333,9348062,21c,Device,nokia,7950-xrs-20,,core-aln2.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:56:03 GMT+0000 (Greenwich Mean Time),core-aln2,wv,10.162.3.141,20615616,24782.375,1387813,130258.0714,7294452,21c,Device,nokia,7950-xrs-20,,core-aln2.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:56:07 GMT+0000 (Greenwich Mean Time),core-aln2,pe,10.162.3.138,20615569,28303.48333,1698209,162713.9333,9762836,21c,Device,nokia,7950-xrs-20,,core-aln2.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:56:07 GMT+0000 (Greenwich Mean Time),core-aln1,wv,10.162.3.13,20615614,24785.125,1387967,132835.2857,7438776,21c,Device,nokia,7950-xrs-20,,core-aln1.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:56:09 GMT+0000 (Greenwich Mean Time),core-aln1,l-far,10.162.3.0,20607803,33928.58824,2307144,220285.3971,14979407,21c,Device,nokia,7950-xrs-20,,core-aln1.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:56:11 GMT+0000 (Greenwich Mean Time),core-aln1,cf-c,10.162.3.12,20596620,27437.93333,1646276,154757.2167,9285433,21c,Device,nokia,7950-xrs-20,,core-aln1.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:56:11 GMT+0000 (Greenwich Mean Time),core-aln2,l-sws,10.162.3.177,20641901,24737.96429,1385326,131685.8929,7374410,21c,Device,nokia,7950-xrs-20,,core-aln2.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:56:12 GMT+0000 (Greenwich Mean Time),core-aln1,pe,10.162.3.10,20615566,28300,1698000,162171.3333,9730280,21c,Device,nokia,7950-xrs-20,,core-aln1.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:56:13 GMT+0000 (Greenwich Mean Time),core-aln2,l-far,10.162.3.128,20607805,33910.80882,2305935,222382.9412,15122040,21c,Device,nokia,7950-xrs-20,,core-aln2.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:57:02 GMT+0000 (Greenwich Mean Time),core-aln1,l-sws,10.162.3.49,20641899,24755.28571,1386296,131560.5357,7367390,21c,Device,nokia,7950-xrs-20,,core-aln1.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:57:03 GMT+0000 (Greenwich Mean Time),core-aln2,pe,10.162.3.138,20615569,28300.55,1698033,164299.1833,9857951,21c,Device,nokia,7950-xrs-20,,core-aln2.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:57:06 GMT+0000 (Greenwich Mean Time),core-aln2,l-sws,10.162.3.177,20641901,24738.35714,1385348,131739.8393,7377431,21c,Device,nokia,7950-xrs-20,,core-aln2.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:57:07 GMT+0000 (Greenwich Mean Time),core-aln2,wv,10.162.3.141,20615616,24783.14286,1387856,129382.7321,7245433,21c,Device,nokia,7950-xrs-20,,core-aln2.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:57:10 GMT+0000 (Greenwich Mean Time),core-aln2,l-far,10.162.3.128,20607805,33910.16176,2305891,222500.0441,15130003,21c,Device,nokia,7950-xrs-20,,core-aln2.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:57:11 GMT+0000 (Greenwich Mean Time),core-aln1,pe,10.162.3.10,20615566,28299.63333,1697978,162175.9,9730554,21c,Device,nokia,7950-xrs-20,,core-aln1.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:57:11 GMT+0000 (Greenwich Mean Time),core-aln1,wv,10.162.3.13,20615614,24784.73214,1387945,132859.8036,7440149,21c,Device,nokia,7950-xrs-20,,core-aln1.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:57:13 GMT+0000 (Greenwich Mean Time),core-aln1,l-far,10.162.3.0,20607803,33929.23529,2307188,220232.9118,14975838,21c,Device,nokia,7950-xrs-20,,core-aln1.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:57:15 GMT+0000 (Greenwich Mean Time),core-aln1,cf-c,10.162.3.12,20596620,27437.56667,1646254,154768.6667,9286120,21c,Device,nokia,7950-xrs-20,,core-aln1.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:57:15 GMT+0000 (Greenwich Mean Time),core-aln2,cf-c,10.162.3.140,20596623,27480.63333,1648838,155718.6833,9343121,21c,Device,nokia,7950-xrs-20,,core-aln2.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:58:02 GMT+0000 (Greenwich Mean Time),core-aln2,l-sws,10.162.3.177,20641901,24737.96429,1385326,131823.2143,7382100,21c,Device,nokia,7950-xrs-20,,core-aln2.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:58:10 GMT+0000 (Greenwich Mean Time),core-aln1,wv,10.162.3.13,20615614,24785.125,1387967,132859.8036,7440149,21c,Device,nokia,7950-xrs-20,,core-aln1.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:58:10 GMT+0000 (Greenwich Mean Time),core-aln2,wv,10.162.3.141,20615616,24783.92857,1387900,129524.9286,7253396,21c,Device,nokia,7950-xrs-20,,core-aln2.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:58:10 GMT+0000 (Greenwich Mean Time),core-aln1,l-sws,10.162.3.49,20641899,24754.89286,1386274,131580.2143,7368492,21c,Device,nokia,7950-xrs-20,,core-aln1.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:58:11 GMT+0000 (Greenwich Mean Time),core-aln2,cf-c,10.162.3.140,20596623,27483.93333,1649036,155730.15,9343809,21c,Device,nokia,7950-xrs-20,,core-aln2.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:58:11 GMT+0000 (Greenwich Mean Time),core-aln1,pe,10.162.3.10,20615566,28300.36667,1698022,162175.9,9730554,21c,Device,nokia,7950-xrs-20,,core-aln1.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:58:11 GMT+0000 (Greenwich Mean Time),core-aln2,pe,10.162.3.138,20615569,28298.35,1697901,164100.0833,9846005,21c,Device,nokia,7950-xrs-20,,core-aln2.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:58:13 GMT+0000 (Greenwich Mean Time),core-aln1,l-far,10.162.3.0,20607803,33928.58824,2307144,220295.5,14980094,21c,Device,nokia,7950-xrs-20,,core-aln1.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:58:13 GMT+0000 (Greenwich Mean Time),core-aln2,l-far,10.162.3.128,20607805,33909.83824,2305869,222465.7353,15127670,21c,Device,nokia,7950-xrs-20,,core-aln2.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:58:15 GMT+0000 (Greenwich Mean Time),core-aln1,cf-c,10.162.3.12,20596620,27437.2,1646232,154796.1333,9287768,21c,Device,nokia,7950-xrs-20,,core-aln1.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:59:03 GMT+0000 (Greenwich Mean Time),core-aln1,l-sws,10.162.3.49,20641899,24755.67857,1386318,131567.9286,7367804,21c,Device,nokia,7950-xrs-20,,core-aln1.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:59:07 GMT+0000 (Greenwich Mean Time),core-aln1,cf-c,10.162.3.12,20596620,27437.93333,1646276,155662.7833,9339767,21c,Device,nokia,7950-xrs-20,,core-aln1.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:59:07 GMT+0000 (Greenwich Mean Time),core-aln1,pe,10.162.3.10,20615566,28300.36667,1698022,162242.2667,9734536,21c,Device,nokia,7950-xrs-20,,core-aln1.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:59:10 GMT+0000 (Greenwich Mean Time),core-aln2,wv,10.162.3.141,20615616,24783.53571,1387878,129613.2143,7258340,21c,Device,nokia,7950-xrs-20,,core-aln2.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:59:11 GMT+0000 (Greenwich Mean Time),core-aln2,pe,10.162.3.138,20615569,28300.91667,1698055,163946.7833,9836807,21c,Device,nokia,7950-xrs-20,,core-aln2.pe.21cn-infra.bt.com
Mon Apr 01 2024 00:59:14 GMT+0000 (Greenwich Mean Time),core-aln1,wv,10.162.3.13,20615614,24784.33929,1387923,132859.8214,7440150,21c,Device,nokia,7950-xrs-20,,core-aln1.wv.21cn-infra.bt.com
Mon Apr 01 2024 00:59:15 GMT+0000 (Greenwich Mean Time),core-aln2,cf-c,10.162.3.140,20596623,27483.56667,1649014,154878.8167,9292729,21c,Device,nokia,7950-xrs-20,,core-aln2.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 00:59:15 GMT+0000 (Greenwich Mean Time),core-aln2,l-sws,10.162.3.177,20641901,24739.14286,1385392,131899.2143,7386356,21c,Device,nokia,7950-xrs-20,,core-aln2.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 00:59:16 GMT+0000 (Greenwich Mean Time),core-aln2,l-far,10.162.3.128,20607805,33910.80882,2305935,222437.4853,15125749,21c,Device,nokia,7950-xrs-20,,core-aln2.l-far.21cn-infra.bt.com
Mon Apr 01 2024 00:59:17 GMT+0000 (Greenwich Mean Time),core-aln1,l-far,10.162.3.0,20607803,33928.91176,2307166,220236.9559,14976113,21c,Device,nokia,7950-xrs-20,,core-aln1.l-far.21cn-infra.bt.com
Mon Apr 01 2024 01:00:03 GMT+0000 (Greenwich Mean Time),core-aln1,wv,10.162.3.13,20615614,24785.125,1387967,132896.6071,7442210,21c,Device,nokia,7950-xrs-20,,core-aln1.wv.21cn-infra.bt.com
Mon Apr 01 2024 01:00:08 GMT+0000 (Greenwich Mean Time),core-aln2,wv,10.162.3.141,20615616,24781.19643,1387747,129618.1071,7258614,21c,Device,nokia,7950-xrs-20,,core-aln2.wv.21cn-infra.bt.com
Mon Apr 01 2024 01:00:12 GMT+0000 (Greenwich Mean Time),core-aln2,cf-c,10.162.3.140,20596623,27483.56667,1649014,155755.2833,9345317,21c,Device,nokia,7950-xrs-20,,core-aln2.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 01:00:13 GMT+0000 (Greenwich Mean Time),core-aln1,l-far,10.162.3.0,20607803,33929.23529,2307188,220347.9853,14983663,21c,Device,nokia,7950-xrs-20,,core-aln1.l-far.21cn-infra.bt.com
Mon Apr 01 2024 01:00:15 GMT+0000 (Greenwich Mean Time),core-aln1,pe,10.162.3.10,20615566,28300,1698000,162207.9333,9732476,21c,Device,nokia,7950-xrs-20,,core-aln1.pe.21cn-infra.bt.com
Mon Apr 01 2024 01:00:15 GMT+0000 (Greenwich Mean Time),core-aln1,l-sws,10.162.3.49,20641899,24754.89286,1386274,131589.9821,7369039,21c,Device,nokia,7950-xrs-20,,core-aln1.l-sws.21cn-infra.bt.com
Mon Apr 01 2024 01:00:16 GMT+0000 (Greenwich Mean Time),core-aln1,cf-c,10.162.3.12,20596620,27437.56667,1646254,154745.7833,9284747,21c,Device,nokia,7950-xrs-20,,core-aln1.cf-c.21cn-infra.bt.com
Mon Apr 01 2024 01:00:19 GMT+0000 (Greenwich Mean Time),core-aln2,pe,10.162.3.138,20615569,28302.01667,1698121,163951.3667,9837082,21c,Device,nokia,7950-xrs-20,,core-aln2.pe.21cn-infra.bt.com
